dateiname;Bahnhof;TimeOrder;Deadlock;Postion;Bahnhofslänge
track_5_676;CPH_Stop_3;0;0;1;2
track_5_68;CPH_Stop_3;0;0;1;2
track_5_708;CPH_Stop_3;0;0;1;2
track_5_740;CPH_Stop_3;0;0;1;2
track_5_772;CPH_Stop_3;0;0;1;2
track_5_804;CPH_Stop_3;0;0;1;2
track_5_836;CPH_Stop_3;0;0;1;2
track_5_868;CPH_Stop_3;0;0;1;2
track_5_900;CPH_Stop_3;0;0;1;2
track_5_932;CPH_Stop_3;0;0;1;2
track_5_964;CPH_Stop_3;0;0;1;2
track_5_996;CPH_Stop_3;0;0;1;2
track_6_101;CPH_Stop_3;0;0;0;2
track_6_1029;CPH_Stop_3;0;0;0;2
track_6_1061;CPH_Stop_3;0;0;0;2
track_6_1093;CPH_Stop_3;0;0;0;2
track_6_1125;CPH_Stop_3;0;0;0;2
track_6_1157;CPH_Stop_3;0;0;0;2
track_6_1189;CPH_Stop_3;0;0;0;2
track_6_1221;CPH_Stop_3;0;0;0;2
track_6_1253;CPH_Stop_3;0;0;0;2
track_6_1285;CPH_Stop_3;0;0;0;2
track_6_1317;CPH_Stop_3;0;0;0;2
track_6_133;CPH_Stop_3;0;0;0;2
track_6_1349;CPH_Stop_3;0;0;0;2
track_6_1381;CPH_Stop_3;0;0;0;2
track_6_165;CPH_Stop_3;0;0;0;2
track_6_197;CPH_Stop_3;0;0;0;2
track_6_229;CPH_Stop_3;0;0;0;2
track_6_261;CPH_Stop_3;0;0;0;2
track_6_293;CPH_Stop_3;0;0;0;2
track_6_325;CPH_Stop_3;0;0;0;2
track_6_357;CPH_Stop_3;0;0;0;2
track_6_37;CPH_Stop_3;0;0;0;2
track_6_389;CPH_Stop_3;0;0;0;2
track_6_421;CPH_Stop_3;0;0;0;2
track_6_453;CPH_Stop_3;0;0;0;2
track_6_485;CPH_Stop_3;0;0;0;2
track_6_5;CPH_Stop_3;0;0;0;2
track_6_517;CPH_Stop_3;0;0;0;2
track_6_549;CPH_Stop_3;0;0;0;2
track_6_581;CPH_Stop_3;0;0;0;2
track_6_613;CPH_Stop_3;0;0;0;2
track_6_645;CPH_Stop_3;0;0;0;2
track_6_677;CPH_Stop_3;0;0;0;2
track_6_69;CPH_Stop_3;0;0;0;2
track_6_709;CPH_Stop_3;0;0;0;2
track_6_741;CPH_Stop_3;0;0;0;2
track_6_773;CPH_Stop_3;0;0;0;2
track_6_805;CPH_Stop_3;0;0;0;2
track_6_837;CPH_Stop_3;0;0;0;2
track_6_869;CPH_Stop_3;0;0;0;2
track_6_901;CPH_Stop_3;0;0;0;2
track_6_933;CPH_Stop_3;0;0;0;2
track_6_965;CPH_Stop_3;0;0;0;2
track_6_997;CPH_Stop_3;0;0;0;2
track_7_102;KH_Stop_8;0;0;1;3
track_7_1030;KH_Stop_8;0;0;1;3
track_7_1062;KH_Stop_8;0;0;1;3
track_7_1094;KH_Stop_8;0;0;1;3
track_7_1126;KH_Stop_8;0;0;1;3
track_7_1158;KH_Stop_8;0;0;1;3
track_7_1190;KH_Stop_8;0;0;1;3
track_7_1222;KH_Stop_8;0;0;1;3
track_7_1254;KH_Stop_8;0;0;1;3
track_7_1286;KH_Stop_8;0;0;1;3
track_7_1318;KH_Stop_8;0;0;1;3
track_7_134;KH_Stop_8;0;0;1;3
track_7_1350;KH_Stop_8;0;0;1;3
track_7_1382;KH_Stop_8;0;0;1;3
